School_ID,Legacy_Unit_ID,Finance_ID,Short_Name,Long_Name,Primary_Category,Is_High_School,Is_Middle_School,Is_Elementary_School,Is_Pre_School,Summary,Administrator_Title,Administrator,Secondary_Contact_Title,Secondary_Contact,Address,City,State,Zip,Phone,Fax,CPS_School_Profile,Website,Facebook,Twitter,Youtube,Pinterest,Attendance_Boundaries,Grades_Offered_All,Grades_Offered,Student_Count_Total,Student_Count_Low_Income,Student_Count_Special_Ed,Student_Count_English_Learners,Student_Count_Black,Student_Count_Hispanic,Student_Count_White,Student_Count_Asian,Student_Count_Native_American,Student_Count_Other_Ethnicity,Student_Count_Asian_Pacific_Islander,Student_Count_Multi,Student_Count_Hawaiian_Pacific_Islander,Student_Count_Ethnicity_Not_Available,Statistics_Description,Demographic_Description,Dress_Code,PreK_School_Day,Kindergarten_School_Day,School_Hours,Freshman_Start_End_Time,After_School_Hours,Earliest_Drop_Off_Time,Classroom_Languages,Bilingual_Services,Refugee_Services,Title_1_Eligible,PreSchool_Inclusive,Preschool_Instructional,Significantly_Modified,Hard_Of_Hearing,Visual_Impairments,Transportation_Bus,Transportation_El,Transportation_Metra,Average_ACT_School,Mean_ACT,College_Enrollment_Rate_School,College_Enrollment_Rate_Mean,Graduation_Rate_School,Graduation_Rate_Mean,Overall_Rating,Rating_Status,Rating_Statement,Classification_Description,School_Year,Third_Contact_Title,Third_Contact_Name,Fourth_Contact_Title,Fourth_Contact_Name,Fifth_Contact_Title,Fifth_Contact_Name,Sixth_Contact_Title,Sixth_Contact_Name,Seventh_Contact_Title,Seventh_Contact_Name,Network,Is_GoCPS_Participant,Is_GoCPS_PreK,Is_GoCPS_Elementary,Is_GoCPS_High_School,Open_For_Enrollment_Date,Closed_For_Enrollment_Date,School_Latitude,School_Longitude,Location
610213,6300,25711,WADSWORTH,James Wadsworth Elementary School,ES,false,true,true,true,"Wadsworth Elementary is a Math and Science Academy. Our classrooms are up-to-date with projectors, screens, and Promethian Boards. We also have full- and half-day preschool programs. We have been recognized by the State of Illinois for school improvement and have also received the Exemplary Achievement Award for six years of consecutive growth on the ISAT.",Principal,Rashid K. Shabazz,,,6650 S ELLIS AVE,Chicago,Illinois,60637,773-535-0730,773-535-0743,https://www.cps.edu/schools/schoolprofiles/610213,https://wadsworthstem.com,,,,,true,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",475,345,50,3,452,19,0,0,0,0,0,4,0,0,There are 475 students enrolled at WADSWORTH.  72.6% are Low Income Students.  10.5% are Diverse Learners.  0.6% are Limited English Learners.,The largest demographic at WADSWORTH is Black.  This demographic makes up 95.2% of the student population.  The second greatest demographic is Hispanic at 4%.,true,Full and Half Day,Full Day,8:00 AM-3:00 PM,,,,,,,true,true,,,,,,,,,,,,,,Level 2+,GOOD STANDING,"This school received a Level 2+ rating, which is the middle rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2021-2022,,,,,,,,,,,Network 9,true,false,true,false,09/01/2004,,41.773478,-87.601018,POINT (-87.601018 41.773478)
610239,6560,25951,DALEY,Richard J Daley Elementary Academy,ES,false,true,true,true,Daley Academy is a PreK-8 school. We are beginning our Personalized Learning program where we will be sure to meet the needs of our students.  Join us!,Principal,Kamilah L. Hampton,Assistant Principal,Melissa Sanchez,5024 S WOLCOTT AVE,Chicago,Illinois,60609,773-535-9091,773-535-0407,https://www.cps.edu/schools/schoolprofiles/610239,https://rjdaley.org,,http://twitter.com/rjdaleyacademy,,,true,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",505,441,42,291,46,454,1,0,2,0,0,2,0,0,There are 505 students enrolled at DALEY.  87.3% are Low Income Students.  8.3% are Diverse Learners.  57.6% are Limited English Learners.,The largest demographic at DALEY is Hispanic.  This demographic makes up 89.9% of the student population.  The second greatest demographic is Black at 9.1%.,true,Full Day,Full Day,08:00 AM-03:00 PM,,,7:35 AM,Spanish,true,,true,,,,,,"9, 48, 51",,,,,,,,,Level 2+,GOOD STANDING,"This school received a Level 2+ rating, which is the middle rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2021-2022,Case Manager,Ellina Mitchell,,,,,,,,,Network 8,true,false,true,false,09/01/2004,,41.802343,-87.672206,POINT (-87.672206 41.802343)
400029,2290,66181,CICS - WASHINGTON PARK,CICS - Washington Park,ES,false,true,true,false,"Chicago International Charter School (CICS) - Washington Park Campus offers a curriculum that is aligned with state standards for each grade level in the areas of language arts, math, science, social science, physical education, technology, music, art, library and character education. CICS - Washington Park is managed by American Quality Schools.",Director,Tyrell Marquis Jeffries,Elementary School Principal,Tyrell Jeffries,110 E 61ST ST,Chicago,Illinois,60637,773-347-0200,773-324-3302,https://www.cps.edu/schools/schoolprofiles/400029,https://regenerationschools.org/cics-washingtonpark,https://www.facebook.com/CICS-Washington-Park-1396312850614206/,https://twitter.com/CICS_schools,http://www.youtube.com/chicagointl,,false,"K,1,2,3,4,5,6,7,8",K-8,473,403,52,0,466,6,0,0,0,0,0,1,0,0,There are 473 students enrolled at CICS - WASHINGTON PARK.  85.2% are Low Income Students.  11% are Diverse Learners.  0.0% are Limited English Learners.,The largest demographic at CICS - WASHINGTON PARK is Black.  This demographic makes up 98.5% of the student population.  The second greatest demographic is Hispanic at 1.3%.,true,,Full Day,7:45 AM-3:30 PM,,3:30 pm-5:30 pm,07:15 AM,,true,,true,,,,,,"3, 4, 29",Green,,,,,,,,Level 2+,NOT APPLICABLE,"This school received a Level 2+ rating, which is the middle rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that are open to all Chicago children, but operate independently from the Board and each other. Acceptance based on application and random lottery, if applicable.",School Year 2021-2022,Middle School Prinicpal,Amanda Szramiak,Director of Operations,Brittany Patrick-Wade,,,,,,,Charter,false,false,false,false,09/01/2004,,41.783617,-87.622068,POINT (-87.622068 41.783617)
610188,6050,25491,DUNNE,Dunne Technology Academy,ES,false,true,true,true,"The goal of the Technology Academy is to transform traditional methods of teaching and learning to ensure students develop technological skills needed to succeed in today’s global world. Technology is systematically integrated throughout the core curriculum to engage the strengths, interests and learning styles of the students we serve.",Principal,Chandra R Byrd-Wright,Assistant Principal,Jason Davis,10845 S UNION AVE,Chicago,Illinois,60628,773-535-5517,773-535-5018,https://www.cps.edu/schools/schoolprofiles/610188,https://www.dunnestemacademy.org,,,,,true,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",201,155,27,0,198,1,0,0,0,0,0,0,2,0,There are 201 students enrolled at DUNNE.  77.1% are Low Income Students.  13.4% are Diverse Learners.  0.0% are Limited English Learners.,The largest demographic at DUNNE is Black.  This demographic makes up 98.5% of the student population.  The second greatest demographic is Other at 1%.,true,Full Day,Full Day,08:45 AM-03:45 PM,,,8:30 AM,,,,true,,,,,,"8A, 108",Red,,,,,,,,Level 1+,GOOD STANDING,"This school received a Level 1+ rating, which is the highest rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2021-2022,,,,,,,,,,,Network 13,true,false,true,false,09/01/2004,,41.696496,-87.639974,POINT (-87.639974 41.696496)
610065,4740,24441,TILL,Emmett Louis Till Math and Science Academy,ES,false,true,true,true,"Emmett Louis Till Math and Science Academy, a Mathematics and Science Magnet Cluster School, prepares students for high school and beyond. The school maintains a partnership with University of Chicago; participates in math, science, literacy, and social studies fairs; and has three computer labs, a science lab, and a media center. All classrooms have five computers.",Principal,Raven F Patterson-Talley,Assistant Principal,Miriam HIll,6543 S CHAMPLAIN AVE,Chicago,Illinois,60637,773-535-0570,773-535-0598,https://www.cps.edu/schools/schoolprofiles/610065,https://emmetttillacademy.com,,,,,true,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",308,223,48,0,298,8,1,0,0,0,0,1,0,0,There are 308 students enrolled at TILL.  72.4% are Low Income Students.  15.6% are Diverse Learners.  0.0% are Limited English Learners.,The largest demographic at TILL is Black.  This demographic makes up 96.8% of the student population.  The second greatest demographic is Hispanic at 2.6%.,true,Full and Half Day,Full Day,8:15 AM-3:15 PM,,,8:00 AM,,,,true,true,,,,,"4, 5, 63, 67","Green, Red",,,,,,,,Level 1+,GOOD STANDING,"This school received a Level 1+ rating, which is the highest rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2021-2022,,,,,,,,,,,Network 9,true,false,true,false,09/01/2004,,41.775424,-87.609357,POINT (-87.609357 41.775424)
400172,9647,66255,ASPIRA - BUSINESS & FINANCE HS,ASPIRA Business and Finance,HS,true,false,false,false,"The ASPIRA Business and Finance High School is a college preparatory charter school which takes an innovative approach to college and career-readiness by offering students the tools to be successful in academics and business.Through the National Foundation for Teaching Entrepreneurship, ABFHS provides a strong foundation for future business leaders through technology- infuse start-up and entrepreneurship courses at each grade level. The school is founded on the ASPIRA method of awareness, analysis and action, which exposes students to a challenging academic program while ensuring they have the support needed to excel.",Director,Raul De Jesus Guerra,Assistant Principal,Jordana Kafka,2989 N MILWAUKEE AVE,Chicago,Illinois,60618,773-243-1820,773-243-1820,https://www.cps.edu/schools/schoolprofiles/400172,https://abfhs.aspirail.org,https://www.facebook.com/ASPIRABusiness,https://twitter.com/ASPIRABusiness,,,false,"9,10,11,12",9-12,565,441,136,205,19,530,9,0,1,0,0,2,3,1,There are 565 students enrolled at ASPIRA - BUSINESS & FINANCE HS.  78.1% are Low Income Students.  24.1% are Diverse Learners.  36.3% are Limited English Learners.,The largest demographic at ASPIRA - BUSINESS & FINANCE HS is Hispanic.  This demographic makes up 93.8% of the student population.  The second greatest demographic is Black at 3.4%.,true,,,7:30AM-4:30PM,,3:15PM-4:30PM,7:30AM,"Spanish, Spanish for Heritage Speakers",true,,true,,,,,,56,Blue,,,,,,,,Level 2+,NOT APPLICABLE,"This school received a Level 2+ rating, which is the middle rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that are open to all Chicago children, but operate independently from the Board and each other. Acceptance based on application and random lottery, if applicable.",School Year 2021-2022,Dean of Students,Terrense Kyles,Joselyn Salgado,Registrar,,,,,,,Charter,true,false,false,true,07/01/2015,,41.935726,-87.718204,POINT (-87.718204 41.935726)
610220,6370,25781,WATERS,Thomas J Waters Elementary School,ES,false,true,true,false,"Waters is a community school that is recognized for its Fine and Performing Arts, Ecology, and Technology programs. Waters is a gem in an urban district that promotes environmental awareness and healthy living throughout its rigorous academic curriculum. Waters offers extensive before- and after-school programs to promote educational success.",Principal,Peter A. Rutkowski,Assistant Principal,Nilsa Alvarez,4540 N CAMPBELL AVE,Chicago,Illinois,60625,773-534-5090,773-534-5087,https://www.cps.edu/schools/schoolprofiles/610220,http://www.waterselementary.org,https://www.facebook.com/WatersElementarySchool,,,,true,"K,1,2,3,4,5,6,7,8",K-8,625,123,46,64,17,141,373,38,1,0,0,52,1,2,There are 625 students enrolled at WATERS.  19.7% are Low Income Students.  7.4% are Diverse Learners.  10.2% are Limited English Learners.,The largest demographic at WATERS is White.  This demographic makes up 59.7% of the student population.  The second greatest demographic is Hispanic at 22.6%.,false,,Full Day,08:15 AM-03:15 PM,,03:15 PM-06:00 PM,07:15 AM,,true,,false,,,,,,,Brown,,,,,,,,Level 1+,GOOD STANDING,"This school received a Level 1+ rating, which is the highest rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2021-2022,,,,,,,,,,,Network 2,true,false,true,false,09/01/2004,,41.964165,-87.691433,POINT (-87.691433 41.964165)
610363,8000,29401,DISNEY,Walt Disney Magnet Elementary School,ES,false,true,true,true,"Walt Disney Magnet School is committed to high academic standards and believes that learning is fun! As we prepare the “children of today for the world of tomorrow,” we strive to meet all the needs of our diverse student population through a gifted track, exceptional programming, remedial grouping, varied instructional methodology, data driven decision making, the infusion of 21st century skills, arts and technology. Teachers work together in an open spaced environment to create an exciting, integrated curriculum that supports both academic and social needs. Students are taught to be creative problem solvers, collaborative thinkers and caring individuals who will contribute to the community and the world at large.",Principal,Paul Riskus,Assistant Principal,Mrs. Anna Trilla,4140 N MARINE DR,Chicago,Illinois,60613,773-534-5840,773-534-5714,https://www.cps.edu/schools/schoolprofiles/610363,https://disney.cps.edu,,,,,false,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",1456,830,129,235,711,300,217,153,9,0,0,65,1,0,There are 1456 students enrolled at DISNEY.  57% are Low Income Students.  8.9% are Diverse Learners.  16.1% are Limited English Learners.,The largest demographic at DISNEY is Black.  This demographic makes up 48.8% of the student population.  The second greatest demographic is Hispanic at 20.6%.,false,Full Day,Full Day,07:30 AM- 02:30PM,,2:30 PM-6:00 PM,07:15AM,,true,,true,,,,,,"136, 144, 146, 145, 148",Red,,,,,,,,Level 1+,GOOD STANDING,"This school received a Level 1+ rating, which is the highest rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .",Schools that specialize in a specific subject area. Acceptance based on application and random lottery.,School Year 2021-2022,Assistant Principal,Mrs. Nneka C. Thompson,Assistant Principal,Dr. Anna Vilchez,Principal,Dr. Paul Riskus,,,,,Network 2,true,false,true,false,09/01/2004,,41.956816,-87.646083,POINT (-87.646083 41.956816)
609968,3770,23551,MCAULIFFE,Sharon Christa McAuliffe Elementary School,ES,false,true,true,true,"We, the McAuliffe School community, strive to develop and nurture well-rounded, life-long learners who are confident, creative, and critical thinkers. We engage in a well-balanced academic approach that is driven by Science, Technology, Engineering, Math and the Arts, encouraging our students to explore opportunities in our neighborhood and beyond.  McAuliffe partners with the Logan Square Neighborhood Association (LSNA), which provides adult and student educational services.",Principal,Ryan Dewey Belville,Assistant Principal,Linnette Claudio,1841 N SPRINGFIELD AVE,Chicago,Illinois,60647,773-534-4400,773-534-4744,https://www.cps.edu/schools/schoolprofiles/609968,https://mcauliffees.org,http://www.facebook.com/McAuliffeElementarySchool,https://twitter.com/Rdbelville,,,true,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",578,460,73,237,23,529,17,0,2,0,0,7,0,0,There are 578 students enrolled at MCAULIFFE.  79.6% are Low Income Students.  12.6% are Diverse Learners.  41% are Limited English Learners.,The largest demographic at MCAULIFFE is Hispanic.  This demographic makes up 91.5% of the student population.  The second greatest demographic is Black at 4%.,true,Full and Half Day,Full Day,07:45 AM-02:45 PM,,,,,true,false,true,true,,,,,"53, 73",,,,,,,,,Level 2,PROVISIONAL SUPPORT,"This school received a Level 2 rating, which is a low rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2021-2022,,,,,,,,,,,Network 4,true,false,true,false,09/01/2004,,41.914816,-87.723931,POINT (-87.723931 41.914816)
609865,2870,22811,JORDAN,Jordan Elementary Community School,ES,false,true,true,true,"Jordan offers a Math and Science Magnet Program implementing the Go Math program through 6th grade. Grades 7-8 feature the Big Ideas Math Program CMSI endorsed. Jordan features a science lab, greenhouse, library, computer lab, and wireless Internet access. Partners include Loyola University, Youth Guidance, (WITS), Police Dist 24, Chicago Run, Howard Area Comm Center, and the James Jordan Fund.",Principal,Gilberto Piedrahita,Assistant Principal,Barbara Karrel,7414 N WOLCOTT AVE,Chicago,Illinois,60626,773-534-2220,773-534-2231,https://www.cps.edu/schools/schoolprofiles/609865,https://jordan.cps.edu,https://www.facebook.com/JordanCommunitySchool,,,,true,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",470,365,87,249,136,269,29,17,4,0,0,5,5,5,There are 470 students enrolled at JORDAN.  77.7% are Low Income Students.  18.5% are Diverse Learners.  53% are Limited English Learners.,The largest demographic at JORDAN is Hispanic.  This demographic makes up 57.2% of the student population.  The second greatest demographic is Black at 28.9%.,true,Full and Half Day,Full Day,08:00 AM-03:00 PM,,3:00 PM - 4:30 PM,8:00 AM,Spanish,true,,true,true,,,,,"22, 97, 201, 206","Purple, Red, Yellow",,,,,,,,Level 1+,GOOD STANDING,"This school received a Level 1+ rating, which is the highest rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2021-2022,Social Worker,Catherine Mizicko,Counselor,Kristal Yoon,,,,,,,Network 2,true,false,true,false,09/01/2004,,42.017088,-87.677763,POINT (-87.677763 42.017088)
609904,3220,23101,ELLINGTON,Edward K Ellington Elementary School,ES,false,true,true,true,Ellington offers a general education program with a focus on computer science. The school features a Head Start program that includes students with disabilities. Ellington also offers a high-quality curriculum that prepares all students for academic and career success. Facilities include labs in various disciplines as well as Internet access in every classroom.,Principal,Ernest D Williams,Assistant Principal,Ernest Williams,243 N PARKSIDE AVE,Chicago,Illinois,60644,773-534-6361,773-534-6374,https://www.cps.edu/schools/schoolprofiles/609904,https://www.ellington.cps.edu/,,,,,true,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",396,304,58,8,374,19,2,0,1,0,0,0,0,0,There are 396 students enrolled at ELLINGTON.  76.8% are Low Income Students.  14.6% are Diverse Learners.  2% are Limited English Learners.,The largest demographic at ELLINGTON is Black.  This demographic makes up 94.4% of the student population.  The second greatest demographic is Hispanic at 4.8%.,true,Full and Half Day,Full Day,08:00 AM-03:00 PM,,,,,,,true,true,true,,,,85,Green,,,,,,,,Level 1,GOOD STANDING,"This school received a Level 1 rating, which is a high rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2021-2022,,,,,,,,,,,Network 3,true,false,true,false,09/01/2004,,41.88553,-87.766589,POINT (-87.766589 41.88553)
609725,1490,46251,MORGAN PARK HS,Morgan Park High School,HS,true,true,false,false,"Morgan Park High School, a neighborhood school with a  population of approximately 1500 seventh through twelfth grade students and 120 faculty is academically, culturally, and economically diverse. 
 
All students in the MP attendance area are automatically enrolled in the International Baccalaureate Middle Years Programme. This allows students the opportunity to have access to the IB Diploma Programme. In addition to students who live in our attendance area, Morgan Park admits students through several programs:  the International Baccalaureate Middle Years and Diploma Programmes and the World Language and International Studies Program, all of which admit students who meet rigorous program requirements. 
 
Besides a wide array of extra-curricular activities, Morgan Park currently offers Advanced Placement English Literature and Advanced Placement Human Geography as well as Dual Credit English Composition, Pre Calculus, Applied Mathematics, and Law, providing students college-level instruction, the opportunity to earn college credit, and the ability to stand out in the college application process.  AP offerings are expanded in response to AP Potential generated by PSAT scores.",Principal,Femi S. Skanes,"Daniel Buys, Assistant Principal",,1744 W PRYOR AVE,Chicago,Illinois,60643,773-535-2550,773-535-2706,https://www.cps.edu/schools/schoolprofiles/609725,https://morganparkcps.org,,https://twitter.com/EMPEHI1,,,true,"7,8,9,10,11,12",7-12,1136,880,172,7,1104,23,5,0,0,0,0,3,0,1,There are 1136 students enrolled at MORGAN PARK HS.  77.5% are Low Income Students.  15.1% are Diverse Learners.  0.6% are Limited English Learners.,The largest demographic at MORGAN PARK HS is Black.  This demographic makes up 97.2% of the student population.  The second greatest demographic is Hispanic at 2%.,false,,,7:30 AM - 2:45 PM,7:30 AM - 2:45 PM,,,"French, Spanish",false,false,true,,,,,,"111, 112",Red,Rock Island District (RI),,,76,67.2,77.6,78.9,Level 2+,GOOD STANDING,"This school received a Level 2+ rating, which is the middle rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2021-2022,"Kai Jones, Assistant Principal",,"Lakeya Poston, Assistant Principal",,,,,,,,Network 16,true,false,true,true,09/01/2004,,41.692035,-87.665658,POINT (-87.665658 41.692035)
609810,2380,22321,BRIDGE,Norman A Bridge Elementary School,ES,false,true,true,true,"Bridge is a neighborhood school noted for its high-achieving academic program and dedicated staff. In 2007 Bridge School earned the CPS “Exemplary Achievement Award” for five years of consecutive gains on the Illinois Standard Achievement Test. Chicago magazine (October, 2010 issue) named Bridge a “Promising Places” school in its 121 Great Public Schools issue.",Principal,Robert Guercio Jr,Assistant Principal,Mr. Robert Guercio,3800 N NEW ENGLAND AVE,Chicago,Illinois,60634,773-534-3718,773-534-3612,https://www.cps.edu/schools/schoolprofiles/609810,https://bridge.cps.edu,,,,,true,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",1046,577,130,293,19,574,387,43,2,0,0,19,2,0,There are 1046 students enrolled at BRIDGE.  55.2% are Low Income Students.  12.4% are Diverse Learners.  28% are Limited English Learners.,The largest demographic at BRIDGE is Hispanic.  This demographic makes up 54.9% of the student population.  The second greatest demographic is White at 37%.,true,Half Day,Full Day,"08:00 AM-3:00 PM(PK-4),7:45 AM-2:45 PM(5-8)",,3:00 PM-4:00 PM,7:30 AM (K-8),"Polish, Spanish",true,,true,true,,,,,"80, 90",,,,,,,,,Level 1,GOOD STANDING,"This school received a Level 1 rating, which is a high rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2021-2022,Assistant Principal,Ms. Jacqueline Grimaldo,School Clerk,Ms. Lissett Urso,School Clerk Junior High,Charlene Ayala,,,,,Network 1,true,false,true,false,09/01/2004,,41.949114,-87.798669,POINT (-87.798669 41.949114)
609976,3850,23621,HAYT,Stephen K Hayt Elementary School,ES,false,true,true,true,"Hayt School is a neighborhood school, educating students Pre-k through 8th grade. Hayt’s enrollment is currently over 1000 students and about 75% of our student body speaks a second language from over 30 different countries.  
 
Academically, Hayt strives to challenge students to be their best. Hayt offers Middle School Algebra and each grade has a Gifted Comprehensive classroom beginning in first grade. This fall, our school received the PBIS Silver Level of recognition.     
 
All classrooms are equipped with Smart Boards, document cameras and computers.  Hayt has numerous laptop and iPad carts for student use.  We recently upgraded our computer lab with the latest Dell computers featuring large screens. Hayt’s library is one of the largest elementary libraries in CPS and all classrooms have their own class libraries.   
 
Hayt seeks to educate students beyond the classroom; enrichment classes include music, computer lab, art and dance.  In addition, Hayt is the only elementary school in Chicago that teaches German as a world language.    
 
Hayt offers a variety of after-school programs, sports and clubs beginning at 3rd grade.
 
    .tb_button {padding:1px;cursor:pointer;border-right: 1px solid #8b8b8b;border-left: 1px solid #FFF;border-bottom: 1px solid #fff;}.tb_button.hover {borer:2px outset #def; background-color: #f8f8f8 !important;}.ws_toolbar {z-index:100000} .ws_toolbar .ws_tb_btn {cursor:pointer;border:1px solid #555;padding:3px}   .tb_highlight{background-color:yellow} .tb_hide {visibility:hidden} .ws_toolbar img {padding:2px;margin:0px}
 
 
    .tb_button {padding:1px;cursor:pointer;border-right: 1px solid #8b8b8b;border-left: 1px solid #FFF;border-bottom: 1px solid #fff;}.tb_button.hover {borer:2px outset #def; background-color: #f8f8f8 !important;}.ws_toolbar {z-index:100000} .ws_toolbar .ws_tb_btn {cursor:pointer;border:1px solid #555;padding:3px}   .tb_highlight{background-color:yellow} .tb_hide {visibility:hidden} .ws_toolbar img {padding:2px;margin:0px}",Principal,Daniel Astor Gomez,Assistant Principal,Mr. Chris Twomey,1518 W GRANVILLE AVE,Chicago,Illinois,60660,773-534-2040,773-534-2187,https://www.cps.edu/schools/schoolprofiles/609976,https://cps.edu/hayt,,,,,true,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",877,633,131,413,165,390,72,212,11,0,0,25,2,0,There are 877 students enrolled at HAYT.  72.2% are Low Income Students.  14.9% are Diverse Learners.  47.1% are Limited English Learners.,The largest demographic at HAYT is Hispanic.  This demographic makes up 44.5% of the student population.  The second greatest demographic is Asian at 24.2%.,true,Half Day,Full Day,08:15 AM-03:15 PM,,4:30 PM,7:45 AM,Spanish,true,true,true,true,,,,,"22, 36, 151, 155",Red,,,,,,,,Level 1,GOOD STANDING,"This school received a Level 1 rating, which is a high rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2021-2022,Case Manager,Elizabeth Graham,,,,,,,,,Network 2,true,false,true,false,09/01/2004,,41.994541,-87.668504,POINT (-87.668504 41.994541)
400130,9047,66614,YCCS - YOUTH DEVELOPMENT,YCCS-Community Youth Development Institute HS,HS,true,false,false,false,YCCS - Community Youth Development Institute (CYDI),Director,Aaron Royster,Principal,Keena Green,7836 S UNION AVE,Chicago,Illinois,60620,773-224-2273,773-224-2214,https://www.cps.edu/schools/schoolprofiles/400130,https://www.cydihs.org,https://www.facebook.com/FlyWithCYDI/,,,,false,"9,10,11,12",9-12,103,77,27,0,101,0,0,0,0,0,0,1,0,1,There are 103 students enrolled at YCCS - YOUTH DEVELOPMENT.  74.8% are Low Income Students.  26.2% are Diverse Learners.  0.0% are Limited English Learners.,The largest demographic at YCCS - YOUTH DEVELOPMENT is Black.  This demographic makes up 98.1% of the student population.  The second greatest demographic is Other at 2%.,true,,,7:30 AM - 5:00 PM,,,,,false,,true,,,,,,"8, 79",,,,,22.4,67.2,,,Level 1,NOT APPLICABLE,"This school received a Level 1 rating, which is a high rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that are open to all Chicago children, but operate independently from the Board and each other. Acceptance based on application and random lottery, if applicable.",School Year 2021-2022,,,,,,,,,,,Options,false,false,false,false,07/01/2012,,41.751377,-87.641731,POINT (-87.641731 41.751377)
